index,comments,Label,LabelConfidence
17249199,Awesome job,Global positive feedbacks,1
17257143,Not sure why the chef always cannot get my order number.,Bad service,1
17253271,great staff. great management of staff. amazing food.,"Good services,Good food quality,Good taste","1,1,1"
17250218,Coffee didn’t taste right. It tasted sour,Bad quality or taste,1
17250166,Chicken was really hard,Bad quality or taste,1
17251162,Everything was fine...,Global positive feedbacks,1
17254821,I really like it!,Global positive feedbacks,1
17251976,"First time used, great service",Good services,1
17249997,Burger was sooooooo good.,"Good food quality,Good taste","1,1"
17257267,Order issues,Wrong or missing order,1
17248906,"Although my order was initially missed, the staff were more than happy to assist and remade my order without fuss.","Good services,Wrong or missing order","1,1"
17257505,Pizza not as hot/fresh as it usually is.,"Bad quality or taste,Bad food temperature","1,1"
17248899,"Also missed my Nan bread.""",Wrong or missing order,1
17249085,App experience is bad,App to improve,1
17253046,Great customer service from staff,Good services,1
17257192,Once again I bought a large late and the amount of soya/oat/coconut milk on the drink was close to a medium size.,Portion too small,1
17257730,Pro: The cook was very friendly.,Good services,1
17257668,Portion size was very small,Portion too small,1
17251134,"Everything else was good """,Global positive feedbacks,1
17249222,awesome staff,Good services,1
17249964,Brilliant take on a pork bun. Genius.,"Good food quality,Good taste","1,1"
17254254,"I ordered an omelette with ham, cheese, mushroom, spinach and received an large egg white omlette with no fillings. Just egg whites folded. Also the sausage links that where substituted for patties were not very good.","Wrong or missing order,Bad quality or taste","1,1"
17256819,My service is aways great thank you.,Good services,1
17254903,"I was told to download an app and scan a card and order for that location. I was not able to pick up my order as I found the next day, the orders were received elsewhere. There were 30 people standing around and I didn’t have time to wait.","Wrong or missing order,Waited too long","1,1"
17253872,"Hainan chicken better go with coconut rice, but I do love the chicken!","Good food quality,Good taste","1,1"
17254980,In general food a little bit salty. Thanks.,Bad quality or taste,1
17251934,"Fast service, good food, online order is convenient and easy to use","Good services,Good food quality,Good taste,App works well,Arrived on time","1,1,1,1,1"
17254284,"I ordered the spicy chicken sandwich with cheese and lettuce. There was no lettuce, and there was no spiciness at all. It was just 2 regular chicken tenders on a bun. Please don't sell this as a spicy chicken sandwich because it is not at all","Wrong or missing order,Bad quality or taste","1,1"
17252162,"Food was good, I just thought when I ordered a panini bread that I would get a grilled panini. Oh well! :)","Good food quality,Good taste,Wrong or missing order","1,1,1"
17251152,Everything was amazing and awesome staff!,"Global positive feedbacks,Good services","1,1"
17257193,"Once again I had to heat it back up in the microwave after collecting it only a few minutes after the drop.""",Bad food temperature,1
17255105,It was terrible. So salty and seemed like it came From a can.,Bad quality or taste,1
17251234,Excellent eggs as always. Thank you.,"Good food quality,Good taste","1,1"
17257596,Please repeat this one! Delicious. Many thanks,"Good food quality,Good taste","1,1"
17255030,It is nearly impossible to get the QR code scanned successfully,App to improve,1
17252917,"Good portion, great value. Pleased that it came with tartar sauce, salt and vinegar all included as well.","Global positive feedbacks,Good food quality,Good taste","1,1,1"
17254966,I'm not anti meat or anything but ordered the black bean chick pea burger to eat healthier. WOW!!!!!! It is so freaking delicious! I appreciate you all so much!!!!!,"Good food quality,Good taste,Global positive feedbacks","1,1,1"
17254192,I LOVE COKEEEEEE,Global positive feedbacks,1
17252204,Food was ok however it’s was a bit spicy.,"Good food quality,Good taste,Bad quality or taste","1,1,1"
17251823,Excellent. Always greeted by smiling staff. Best poached eggs. Thanks,"Good services,Good food quality,Good taste","1,1,1"
17250266,Considering the holiday promotion the wait time was not bad.,Arrived on time,1
17251890,Fantastic friendly staff,Good services,1
17257262,"Order food, when pick up time food not available.","Wrong or missing order,Product not available","1,1"
17253807,Great to see Monica and the team again!,Good services,1
17249007,amazing food. amazing staff. amazing consistency. 10 out of 10! -Tyler,"Good services,Good food quality,Good taste","1,1,1"
17248981,amazing all around!,Global positive feedbacks,1
17253236,Great service! And wonderful food!!,"Good services,Good food quality,Good taste","1,1,1"
17256205,Muffin was still raw,Bad quality or taste,1
17252102,Food portions was on the small side with 6 potstickers and some eggplants,Portion too small,1
17253964,"Horrible food. All it contained was a loaf of black beans, mashed potato, and a few roasted vegetables. Absolutely no flavor. Had to throw most of it.",Bad quality or taste,1
17255031,It is not miso soup,Wrong or missing order,1
17251835,Expected more than a single rasher of bacon. Won’t order breakfast there again.,Portion too small,1
17257093,Not enough choucrs,Not enough options,1
17249130,Appreciated the seasoned chicken and size of filet. Also putting veggies in w the sandwich is more convenient,"Good food quality,Good taste,Good services","1,1,1"
17253963,Horrible,Global negative feedbacks,1
17256930,Nicely done! Thank you.,Global positive feedbacks,1
17253191,Great service - great food.,"Good services,Good food quality,Good taste","1,1,1"
17256865,Need to change up the menu pizza Monday taco Tuesday etc,Not enough options,1
17255103,It was super easy to use the app for my order.,App works well,1
17256843,Need boiled peanuts,Not enough options,1
17257050,No wait time and was lovely. Could have included a napkin (totally forgot myself),Arrived on time,1
17251964,First day at work using the new system. The staff were welcoming & helpful in utilizing the software and what to expect.,Good services,1
17257064,Noodles were under cooked,Bad quality or taste,1
17251953,Fiona and Lindsey - fantastic service.,Good services,1
17251148,Everything is perfect!!!,Global positive feedbacks,1
17248846,All excelent.,Global positive feedbacks,1
17254805,"I picked up a Reuben. Not what I ordered, but it was tasty.","Good food quality,Good taste,Wrong or missing order","1,1,1"
17250059,Can you serve bleu cheese dressing with buffalo chicken salad please?,Not enough options,1
17252080,Food is OK only....not good. Would like a paper napkin in bag too please.,Global negative feedbacks,1
17252057,Food hasn’t arrived 1 hour later,Waited too long,1
17254179,"I know tomatoes are a fruit, but was not expecting lettuce, tomatoes, and cucumber salad when the fresh fruit salad was ordered. Sandwich was exquisite.","Good food quality,Good taste","1,1"
17255900,Love the noodles with grilled chicken today.,"Good food quality,Good taste","1,1"
17251997,Fish taco may not be the most convenient option for consumption at desk due to the complexity of using hands and applying sauces it could get messy.,Global negative feedbacks,1
17249838,Best Eclair ever,"Good food quality,Good taste","1,1"
17252864,Go get em.,Global positive feedbacks,1
17253077,Great food and friendly customer service,"Good services,Good food quality,Good taste","1,1,1"
17254906,I was unable to scan an Tropicana Orange juice for the 3rd time.,App to improve,1
17253934,"Here goes... the BBQ chicken was the best I've had from your kitchen the change last year! Very good""","Good food quality,Good taste","1,1"
17250046,"Can please mention the ingredients clearly? At least the main components. For example, chicken, meat, pork...etc. this could help.",App to improve,1
17248974,"Always very friendly, kind and smiling. Keep up the good work and boosting all our moods for the day! Thank you",Good services,1
17257515,Pizza was good but the wispa bar came in a bag attached to the pizza box in the hot hold box and it was pure liquid as had melted so couldn't even open it. :(,"Good food quality,Good taste,Inappropriate packaging","1,1,1"
17253916,Having the make your own salad option for the meal deal,Not enough options,1
17251886,Fantastic food ... but has the price gone up just noticed it was £2.49 now its £2.95 that's gone up 46 pence nearly 20% 🤔 which seems a big hike,"Good food quality,Good taste,Too expensive","1,1,1"
